IndustryType_MLA_B1_IncomeStatement,OrgType_MLA_B1_IncomeStatement,CurrentRating_MLA_B1_IncomeStatement,ReportingYear_MLA_B1_IncomeStatement,ReportingRegion_MLA_B1_IncomeStatement,ReportingLocalRegion_MLA_B1_IncomeStatement,ProfitNonFinancial_Income,ProfitsOnDealing_Income,Total_Income,OtherExpenses_Expenditure,Total_Expenditure,OperatingProfit_MLA_B1_IncomeStatement,Taxation_MLA_B1_IncomeStatement,MinorityInterests_MLA_B1_IncomeStatement,Profit_MLA_B1_IncomeStatement,Dividends_MLA_B1_IncomeStatement,RetainedProfit_MLA_B1_IncomeStatement
SOF,INC,A1,2017,USA,DE,4045889.05,8091778.1,12137667.15,11142725.49,11142725.49,994941.66,198988.33,121376.67,917330,45866.5,871463.5
SOF,INC,A1,2017,USA,DE,1174283.56,2348567.13,3522850.69,3200836.32,3200836.32,322014.37,64402.87,35228.51,292840,14642,278198
SOF,INC,A1,2017,USA,DE,2285900.21,4571800.41,6857700.62,6129265.63,6129265.63,728434.99,145687,68577.01,651325,32566.25,618758.75
FIN,INC,C,2017,USA,DE,819941.92,1639883.83,2459825.75,2178942.32,2178942.32,280883.43,56176.69,24598.26,249305,12465.25,236839.75
FIN,INC,C,2017,USA,DE,1662800.97,3325601.94,4988402.91,3980465.45,3980465.45,1007937.46,201587.49,49884.03,856234,42811.7,813422.3
FIN,INC,C,2017,USA,DE,1964575.06,3929150.13,5893725.19,4951594.25,4951594.25,942130.94,188426.19,58937.25,812642,40632.1,772009.9
FIN,INC,C,2017,USA,DE,1645083.23,3290166.46,4935249.69,3969201.56,3969201.56,966048.13,193209.63,49352.5,822191,41109.55,781081.45
SOF,INC,C,2017,USA,DE,993672.54,1987345.07,2981017.61,2174579.08,2174579.08,806438.53,161287.71,29810.18,674961,33748.05,641212.95
FIN,INC,A1,2017,USA,DE,1440286.86,2880573.73,4320860.59,4119568.85,4119568.85,201291.74,40258.35,43208.61,204242,10212.1,194029.9
FIN,INC,C,2017,USA,DE,773060.59,1546121.19,2319181.78,1281752.8,1281752.8,1037428.98,207485.8,23191.82,853135,42656.75,810478.25
FIN,INC,C,2017,USA,DE,1127470.78,2254941.57,3382412.35,2570831.26,2570831.26,811581.1,162316.22,33824.12,683089,34154.45,648934.55
FIN,INC,C,2017,USA,DE,1404101.21,2808202.41,4212303.62,3780851.16,3780851.16,431452.45,86290.49,42123.04,387285,19364.25,367920.75
SOF,INC,Ba1,2017,USA,DE,482638.67,965277.33,1447916,1056269.95,1056269.95,391646.05,78329.21,14479.16,327796,16389.8,311406.2
IND,INC,A1,2017,USA,DE,329313,658625.99,987938.99,399470.73,399470.73,588468.26,117693.65,9879.39,480654,24032.7,456621.3
IND,INC,A1,2017,USA,DE,2216283.55,4432567.11,6648850.66,6131752.54,6131752.54,517098.12,103419.62,66488.51,480167,24008.35,456158.65
FIN,INC,A1,2017,USA,DE,2681746.87,5363493.73,8045240.6,7245432.36,7245432.36,799808.24,159961.65,80452.41,720299,36014.95,684284.05
FIN,INC,A1,2017,USA,DE,1771060.1,3542120.2,5313180.29,4417075.05,4417075.05,896105.25,179221.05,53131.8,770016,38500.8,731515.2
SOF,INC,A1,2017,USA,DE,418124.2,836248.41,1254372.61,52417.27,52417.27,1201955.34,240391.07,12543.73,974108,48705.4,925402.6
SOF,INC,A1,2017,USA,DE,2167324.28,4334648.56,6501972.84,5740248.76,5740248.76,761724.09,152344.82,65019.73,674399,33719.95,640679.05
SOF,INC,A1,2017,USA,DE,1653134.79,3306269.59,4959404.38,4450545.69,4450545.69,508858.7,101771.74,49594.04,456681,22834.05,433846.95
SOF,INC,C,2017,USA,DE,2119984.66,4239969.33,6359953.99,5780549.66,5780549.66,579404.33,115880.87,63599.54,527123,26356.15,500766.85
SOF,INC,C,2017,USA,DE,2346148.67,4692297.35,7038446.02,6335471.6,6335471.6,702974.42,140594.88,70384.46,632764,31638.2,601125.8
IND,INC,C,2017,USA,DE,1245752.91,2491505.83,3737258.74,2822611.97,2822611.97,914646.77,182929.35,37372.59,769090,38454.5,730635.5
IND,INC,Ba1,2017,USA,DE,1903437.98,3806875.96,5710313.94,4970772.87,4970772.87,739541.08,147908.22,57103.14,648736,32436.8,616299.2
IND,INC,Ba1,2017,USA,DE,4140375.31,8280750.61,12421125.92,12188642.49,12188642.49,232483.43,46496.69,124211.26,310198,15509.9,294688.1
FIN,INC,Ba1,2017,USA,DE,720103.26,1440206.53,2160309.79,1501164.91,1501164.91,659144.88,131828.98,21603.1,548919,27445.95,521473.05
SOF,INC,C,2017,USA,DE,975581.99,1951163.99,2926745.98,2747072.8,2747072.8,179673.18,35934.64,29267.46,173006,8650.3,164355.7
SOF,INC,C,2017,USA,DE,520588.34,1041176.68,1561765.01,370197.08,370197.08,1191567.94,238313.59,15617.65,968872,48443.6,920428.4
SOF,INC,C,2017,USA,DE,2131012.31,4262024.61,6393036.92,6086314.88,6086314.88,306722.04,61344.41,63930.37,309308,15465.4,293842.6
SOF,INC,C,2017,USA,DE,822618.73,1645237.46,2467856.19,2113515.64,2113515.64,354340.55,70868.11,24678.56,308151,15407.55,292743.45
FIN,INC,A1,2017,USA,DE,1291560.06,2583120.12,3874680.18,3124091.18,3124091.18,750589,150117.8,38746.8,639218,31960.9,607257.1
FIN,INC,A1,2017,USA,DE,2030749.12,4061498.24,6092247.36,5847201.7,5847201.7,245045.66,49009.13,60922.47,256959,12847.95,244111.05
FIN,INC,A1,2017,USA,DE,832354.17,1664708.35,2497062.52,2016387.05,2016387.05,480675.47,96135.09,24970.63,409511,20475.55,389035.45
FIN,INC,A1,2017,USA,DE,1755908.13,3511816.25,5267724.38,4579612.19,4579612.19,688112.2,137622.44,52677.24,603167,30158.35,573008.65
FIN,INC,C,2017,USA,DE,3216888.92,6433777.85,9650666.77,8534378.85,8534378.85,1116287.92,223257.58,96506.67,989537,49476.85,940060.15
SOF,INC,Ba1,2017,USA,DE,2372110.03,4744220.05,7116330.08,6411061.7,6411061.7,705268.37,141053.67,71163.3,635378,31768.9,603609.1
SOF,INC,Ba1,2017,USA,DE,1479229.64,2958459.29,4437688.93,3470768.79,3470768.79,966920.14,193384.03,44376.89,817913,40895.65,777017.35
SOF,INC,Ba1,2017,USA,DE,3688279.44,7376558.89,11064838.33,10378883.81,10378883.81,685954.52,137190.9,110648.38,659412,32970.6,626441.4
SOF,INC,Ba1,2017,USA,DE,946316.89,1892633.79,2838950.68,2380337.57,2380337.57,458613.12,91722.62,28389.51,395280,19764,375516
IND,INC,C,2017,USA,DE,1323292.81,2646585.61,3969878.42,3383936.9,3383936.9,585941.52,117188.3,39698.78,508452,25422.6,483029.4
IND,INC,A1,2017,USA,DE,1715829.69,3431659.39,5147489.08,4260041.44,4260041.44,887447.64,177489.53,51474.89,761433,38071.65,723361.35
IND,INC,A1,2017,USA,DE,2372407.09,4744814.17,7117221.26,6206399.02,6206399.02,910822.23,182164.45,71172.21,799830,39991.5,759838.5
FIN,INC,Ba1,2017,USA,DE,724378.85,1448757.69,2173136.54,1013908.24,1013908.24,1159228.29,231845.66,21731.37,949114,47455.7,901658.3
FIN,INC,Ba1,2017,USA,DE,880990.71,1761981.41,2642972.12,1940595.52,1940595.52,702376.6,140475.32,26429.72,588331,29416.55,558914.45
IND,INC,Ba1,2017,USA,DE,1253094.29,2506188.57,3759282.86,3675410.15,3675410.15,83872.71,16774.54,37592.83,104691,5234.55,99456.45
IND,INC,A1,2017,USA,DE,1981821.14,3963642.28,5945463.42,4775114.21,4775114.21,1170349.21,234069.84,59454.63,995734,49786.7,945947.3
IND,INC,A1,2017,USA,DE,766116.56,1532233.12,2298349.68,1804991.55,1804991.55,493358.13,98671.63,22983.5,417670,20883.5,396786.5
IND,INC,A1,2017,USA,DE,2501098.88,5002197.76,7503296.63,6494565.34,6494565.34,1008731.29,201746.26,75032.97,882018,44100.9,837917.1
FIN,INC,Ba1,2017,USA,DE,1327349.62,2654699.24,3982048.86,3904866.97,3904866.97,77181.89,15436.38,39820.49,101566,5078.3,96487.7
FIN,INC,Ba1,2017,USA,DE,3072970.88,6145941.75,9218912.63,8086799.04,8086799.04,1132113.59,226422.72,92189.13,997880,49894,947986
FIN,INC,Ba1,2017,USA,DE,3612942.81,7225885.61,10838828.42,10001620.03,10001620.03,837208.39,167441.68,108388.28,778155,38907.75,739247.25
IND,INC,C,2017,USA,DE,878802.69,1757605.39,2636408.08,2521354.43,2521354.43,115053.65,23010.73,26364.08,118407,5920.35,112486.65
IND,INC,C,2017,USA,DE,1448014.16,2896028.33,4344042.49,3811254.27,3811254.27,532788.22,106557.64,43440.42,469671,23483.55,446187.45
FIN,INC,A1,2017,USA,DE,352947.37,705894.74,1058842.11,406407.64,406407.64,652434.47,130486.89,10588.42,532536,26626.8,505909.2
FIN,INC,A1,2017,USA,DE,811475.89,1622951.79,2434427.68,2299836.77,2299836.77,134590.9,26918.18,24344.28,132017,6600.85,125416.15
FIN,INC,A1,2017,USA,DE,688833.3,1377666.59,2066499.89,1540056.14,1540056.14,526443.75,105288.75,20665,441820,22091,419729
SOF,INC,Ba1,2017,USA,DE,2654064.38,5308128.76,7962193.14,7256478.06,7256478.06,705715.09,141143.02,79621.93,644194,32209.7,611984.3
SOF,INC,Ba1,2017,USA,DE,2809327.74,5618655.48,8427983.21,7993411.75,7993411.75,434571.46,86914.29,84279.83,431937,21596.85,410340.15
SOF,INC,A1,2017,USA,DE,2426763.05,4853526.1,7280289.14,6903080.26,6903080.26,377208.89,75441.78,72802.89,374570,18728.5,355841.5
SOF,INC,A1,2017,USA,DE,1843490.5,3686981.01,5530471.51,5156089.9,5156089.9,374381.61,74876.32,55304.72,354810,17740.5,337069.5
SOF,INC,A1,2017,USA,DE,1818945.81,3637891.63,5456837.44,4934975.41,4934975.41,521862.03,104372.41,54568.37,472058,23602.9,448455.1
SOF,INC,A1,2017,USA,DE,677059.47,1354118.94,2031178.41,1019116.89,1019116.89,1012061.52,202412.3,20311.78,829961,41498.05,788462.95
SOF,INC,C,2017,USA,DE,335837.63,671675.25,1007512.88,167716.79,167716.79,839796.09,167959.22,10075.13,681912,34095.6,647816.4
FIN,INC,C,2017,USA,DE,2520989.5,5041979.01,7562968.51,6780638.12,6780638.12,782330.39,156466.08,75629.69,701494,35074.7,666419.3
SOF,INC,Ba1,2017,USA,DE,1342412.75,2684825.49,4027238.24,2958318.72,2958318.72,1068919.52,213783.9,40272.38,895408,44770.4,850637.6
IND,INC,A1,2017,USA,DE,1247510.24,2495020.47,3742530.71,3156344.85,3156344.85,586185.87,117237.17,37425.31,506374,25318.7,481055.3
FIN,INC,A1,2017,USA,DE,2587345.37,5174690.73,7762036.1,7248577.8,7248577.8,513458.3,102691.66,77620.36,488387,24419.35,463967.65
FIN,INC,Ba1,2017,USA,DE,2682945.26,5365890.53,8048835.79,6953387.49,6953387.49,1095448.3,219089.66,80488.36,956847,47842.35,909004.65
FIN,INC,Ba1,2017,USA,DE,2152434.59,4304869.17,6457303.76,5418243.81,5418243.81,1039059.95,207811.99,64573.04,895821,44791.05,851029.95
IND,INC,C,2017,USA,DE,754767.39,1509534.77,2264302.16,1451612.19,1451612.19,812689.97,162537.99,22643.02,672795,33639.75,639155.25
IND,INC,Ba1,2017,USA,DE,2664881.9,5329763.81,7994645.71,7627528.78,7627528.78,367116.93,73423.39,79946.46,373640,18682,354958
IND,INC,Ba1,2017,USA,DE,3119365.82,6238731.63,9358097.45,9143351.17,9143351.17,214746.28,42949.26,93580.97,265378,13268.9,252109.1
SOF,INC,C,2017,USA,DE,2107860.9,4215721.79,6323582.69,5360486.22,5360486.22,963096.47,192619.29,63235.83,833713,41685.65,792027.35
SOF,INC,C,2017,USA,DE,3317415.18,6634830.35,9952245.53,9884369.84,9884369.84,67875.68,13575.14,99522.46,153823,7691.15,146131.85
SOF,INC,C,2017,USA,DE,1189932.84,2379865.67,3569798.51,2479197.24,2479197.24,1090601.27,218120.25,35697.99,908179,45408.95,862770.05
FIN,INC,C,2017,USA,DE,1398818.93,2797637.86,4196456.79,4111121.25,4111121.25,85335.54,17067.11,41964.57,110233,5511.65,104721.35
FIN,INC,C,2017,USA,DE,1406359.09,2812718.17,4219077.26,3951964.48,3951964.48,267112.78,53422.56,42190.77,255881,12794.05,243086.95
SOF,INC,A1,2017,USA,DE,1713225.74,3426451.47,5139677.21,4923094.43,4923094.43,216582.78,43316.56,51396.77,224663,11233.15,213429.85
FIN,INC,A1,2017,USA,DE,1582743.44,3165486.89,4748230.33,3872853.21,3872853.21,875377.12,175075.42,47482.3,747784,37389.2,710394.8
FIN,INC,A1,2017,USA,DE,1780619.25,3561238.5,5341857.74,5030792.21,5030792.21,311065.53,62213.11,53418.58,302271,15113.55,287157.45
SOF,INC,Ba1,2017,USA,DE,2977954.73,5955909.47,8933864.2,8795251.26,8795251.26,138612.95,27722.59,89338.64,200229,10011.45,190217.55
SOF,INC,Ba1,2017,USA,DE,2015625.59,4031251.18,6046876.76,5773576.47,5773576.47,273300.29,54660.06,60468.77,279109,13955.45,265153.55
SOF,INC,Ba1,2017,USA,DE,2607988.71,5215977.42,7823966.13,7383930.71,7383930.71,440035.42,88007.08,78239.66,430268,21513.4,408754.6
SOF,INC,Ba1,2017,USA,DE,2254586.33,4509172.67,6763759,6561585.99,6561585.99,202173.01,40434.6,67637.59,229376,11468.8,217907.2
SOF,INC,Ba1,2017,USA,DE,2728729.72,5457459.45,8186189.17,7161486.54,7161486.54,1024702.64,204940.53,81861.89,901624,45081.2,856542.8
