IndustryType_MLA_B1_IncomeStatement,OrgType_MLA_B1_IncomeStatement,CurrentRating_MLA_B1_IncomeStatement,ReportingYear_MLA_B1_IncomeStatement,ReportingRegion_MLA_B1_IncomeStatement,ReportingLocalRegion_MLA_B1_IncomeStatement,ProfitNonFinancial_Income,ProfitsOnDealing_Income,Total_Income,OtherExpenses_Expenditure,Total_Expenditure,OperatingProfit_MLA_B1_IncomeStatement,Taxation_MLA_B1_IncomeStatement,MinorityInterests_MLA_B1_IncomeStatement,Profit_MLA_B1_IncomeStatement,Dividends_MLA_B1_IncomeStatement,RetainedProfit_MLA_B1_IncomeStatement
SOF,INC,Ba1,2017,USA,DE,137159.0,559331.0,5689663.0,11345655.0,7531207.0,977250.0,162059.07,3154.33,298802,38019.23,940662.0
IND,INC,A1,2017,USA,DE,1151793.0,6426412.0,347083.0,9252135.0,9720881.0,331113.0,221851.46,108968.03,997747,49713.98,546848.0
FIN,LLC,A1,2017,USA,DE,2328730.0,10348175.0,8245182.0,3041285.0,5398520.0,1037566.0,201715.77,26114.16,981867,41572.83,875176.0
IND,LLC,C,2017,USA,DE,2701634.0,6618861.0,1581346.0,14457617.0,4072962.0,1156819.0,46073.46,69420.04,856922,21001.6,908012.0
FIN,LLC,C,2018,USA,DE,2076197.0,9933105.0,6646912.0,15696558.0,8249740.0,1190057.0,16406.46,41362.15,723818,49456.31,904575.0
SOF,INC,C,2017,USA,DE,1074075.0,2316891.0,4951818.0,4863002.0,6304028.0,716562.0,186153.76,27555.53,291984,11729.65,921946.0
IND,INC,C,2017,USA,DE,671691.0,7382664.0,4510771.0,10813178.0,10848534.0,986606.0,5768.72,124462.5,383184,49503.3,177911.0
IND,INC,C,2018,USA,DE,2649048.0,8645862.0,4286025.0,6691169.0,15369261.0,793078.0,64558.01,102168.78,421911,39163.68,427161.0
FIN,LLC,Ba1,2017,USA,DE,3082208.0,6198550.0,3330098.0,8249037.0,16236384.0,1201916.0,121804.54,57404.67,815477,28387.6,923803.0
FIN,INC,C,2017,USA,DE,476945.0,4358554.0,2922073.0,9735853.0,7416519.0,1024258.0,68138.07,161463.74,367647,16066.08,850474.0
SOF,INC,Ba1,2017,USA,DE,350736.0,3032824.0,9795773.0,5896223.0,8530171.0,1181838.0,118110.64,23524.93,172118,47636.17,947614.0
FIN,LLC,C,2017,USA,DE,2440357.0,10178778.0,1173840.0,1889067.0,7494107.0,350427.0,31615.85,8122.55,362062,30823.78,754265.0
SOF,LLC,C,2020,USA,DE,1605956.0,7909811.0,5026727.0,8493046.0,16174716.0,191852.0,119986.65,159025.04,617169,48163.88,528650.0
FIN,LLC,Ba1,2018,USA,DE,2098827.0,8535744.0,1537852.0,8889205.0,1795862.0,203113.0,4486.45,9265.18,649808,42248.96,919409.0
IND,INC,A1,2018,USA,DE,816684.0,11047623.0,3675149.0,8661971.0,7474763.0,1168254.0,115872.9,34768.2,311433,39421.74,656354.0
IND,INC,Ba1,2018,USA,DE,1116214.0,6934781.0,6963513.0,6452860.0,8579215.0,1168401.0,20747.42,30791.35,167725,45060.63,573499.0
SOF,LLC,A1,2017,USA,DE,466726.0,11077539.0,3282001.0,7315693.0,13003189.0,961804.0,44436.65,46406.13,585877,20734.35,939597.0
IND,INC,Ba1,2019,USA,DE,2665237.0,10044400.0,1631431.0,7051375.0,7528029.0,1190797.0,11729.93,88373.97,500387,16395.97,826994.0
SOF,INC,Ba1,2017,USA,DE,139087.0,3314498.0,1076978.0,1014673.0,9911683.0,934498.0,227088.62,10451.91,989303,28997.29,711264.0
IND,LLC,A1,2018,USA,DE,412178.0,3559823.0,490227.0,11767269.0,9422585.0,874195.0,10381.45,33947.45,277648,49948.93,834544.0
FIN,INC,A1,2020,USA,DE,2828137.0,9347859.0,1555070.0,6148016.0,6786143.0,1014837.0,191923.33,42771.33,832722,19581.38,892328.0
FIN,INC,C,2017,USA,DE,1840446.0,2416628.0,3892929.0,7092722.0,1584786.0,1105690.0,202787.96,16452.13,593654,29567.4,938174.0
IND,LLC,A1,2020,USA,DE,2052304.0,6829199.0,1660321.0,2105041.0,10236166.0,970936.0,76539.96,57093.73,980983,7024.35,328534.0
SOF,INC,A1,2018,USA,DE,1142688.0,5381376.0,1304647.0,4106748.0,10060616.0,1184717.0,4816.33,105487.21,724418,48542.38,852565.0
SOF,LLC,Ba1,2017,USA,DE,150777.0,1891997.0,3376886.0,7372456.0,13343411.0,1001594.0,64869.66,64631.13,790179,39800.42,840067.0
IND,INC,Ba1,2020,USA,DE,271520.0,11073633.0,1070250.0,3987298.0,14277562.0,1107621.0,5363.93,41918.58,420630,47667.83,947805.0
SOF,INC,Ba1,2017,USA,DE,3577655.0,11026405.0,6822541.0,15776586.0,8913400.0,1188450.0,178628.53,62534.14,992658,43106.79,798192.0
FIN,LLC,Ba1,2018,USA,DE,1187266.0,555379.0,353524.0,5277217.0,9878613.0,663257.0,6175.67,34583.12,703452,37071.93,921545.0
FIN,INC,C,2020,USA,DE,2484351.0,5675779.0,3085716.0,7948519.0,9402017.0,1216919.0,47452.79,93087.91,824771,10745.78,271498.0
IND,INC,C,2017,USA,DE,1417779.0,3624783.0,2840279.0,13226523.0,756406.0,687055.0,13166.9,3128.55,778618,48211.7,948392.0
IND,INC,C,2017,USA,DE,2038986.0,3793899.0,2574207.0,9870991.0,16184746.0,1217917.0,204496.68,26084.49,142062,8098.85,515460.0
SOF,INC,Ba1,2017,USA,DE,326908.0,3707282.0,3282894.0,12762901.0,10680282.0,1128601.0,110765.33,6659.35,441580,49924.5,732401.0
SOF,INC,Ba1,2019,USA,DE,3224323.0,4015188.0,2004481.0,12756860.0,10478595.0,1221578.0,179993.92,4776.0,420101,37136.77,940010.0
SOF,LLC,C,2020,USA,DE,2451458.0,7659783.0,3892912.0,13280448.0,12425302.0,738312.0,5887.87,85858.28,955153,46641.45,931441.0
FIN,LLC,C,2017,USA,DE,2011684.0,10711130.0,5102202.0,13602546.0,16005457.0,334065.0,145934.48,60088.6,628959,18013.37,320207.0
SOF,INC,Ba1,2019,USA,DE,5158327.0,7503410.0,4579420.0,10825608.0,8839686.0,1164598.0,62255.9,51862.78,246978,45478.12,943084.0
IND,INC,A1,2017,USA,DE,3595291.0,11102815.0,5283556.0,3104766.0,8311985.0,1223205.0,174406.11,100706.08,979986,46943.38,949183.0
SOF,LLC,C,2018,USA,DE,3476219.0,6003423.0,1794812.0,14686678.0,7145717.0,813986.0,7375.46,31298.21,999093,48819.13,494562.0
SOF,LLC,A1,2020,USA,DE,452940.0,5532568.0,10692679.0,15597780.0,7764355.0,942397.0,11169.0,12745.84,146065,49956.42,883520.0
FIN,INC,C,2017,USA,DE,1521207.0,4653560.0,9993738.0,6764799.0,8754259.0,800153.0,210145.25,59210.03,715475,30551.92,884249.0
SOF,INC,A1,2019,USA,DE,1559367.0,11089070.0,3680211.0,18060.0,9911786.0,754932.0,7013.32,152904.71,905453,5233.07,833442.0
SOF,INC,A1,2017,USA,DE,1100124.0,10727016.0,3472807.0,1400014.0,10955768.0,213248.0,150757.92,53923.25,627163,10330.01,757229.0
FIN,LLC,A1,2019,USA,DE,3215111.0,4702139.0,9326991.0,5899051.0,11202507.0,493606.0,8866.54,42088.98,280115,15113.9,941754.0
SOF,INC,A1,2017,USA,DE,2097758.0,5238421.0,5241874.0,9355246.0,13873872.0,577025.0,215546.62,46007.36,262094,27734.03,439295.0
IND,INC,A1,2020,USA,DE,4173069.0,6760632.0,6542300.0,4333050.0,8683602.0,1080817.0,11862.29,9920.59,909408,48836.56,948626.0
IND,INC,C,2017,USA,DE,3560992.0,10721762.0,1949383.0,15399735.0,9247479.0,1003809.0,4732.92,100835.95,254909,46152.29,947728.0
FIN,INC,C,2017,USA,DE,1483799.0,6614889.0,3923266.0,14990159.0,15640785.0,992607.0,244805.55,28114.22,824261,5940.55,856675.0
SOF,LLC,C,2019,USA,DE,1357369.0,2576011.0,3810422.0,3039405.0,12511021.0,400582.0,41990.29,77317.9,886634,35133.58,948382.0
IND,INC,A1,2018,USA,DE,1300100.0,10755695.0,2841846.0,9139104.0,5021097.0,610655.0,68164.25,45750.51,976787,23650.28,377057.0
IND,LLC,Ba1,2018,USA,DE,1095045.0,1057408.0,7350730.0,9202432.0,16186379.0,749551.0,29288.93,29545.08,478571,36313.02,899184.0
IND,INC,C,2017,USA,DE,722994.0,6843686.0,7239009.0,11357839.0,10264969.0,702166.0,178251.0,22727.54,880388,7733.01,940104.0
IND,INC,Ba1,2017,USA,DE,692337.0,3825108.0,7981399.0,12291902.0,6499631.0,1177597.0,178856.83,48485.37,379321,49699.34,737594.0
FIN,LLC,A1,2019,USA,DE,1566384.0,7176106.0,3998997.0,5602316.0,10100381.0,313625.0,82091.14,5503.92,769496,12678.47,591383.0
FIN,LLC,C,2019,USA,DE,2750540.0,10494739.0,7405465.0,12514326.0,10757178.0,351990.0,10704.6,27056.79,130077,22742.13,941378.0
FIN,INC,A1,2017,USA,DE,399091.0,10848702.0,4934865.0,14867448.0,6383715.0,592617.0,43520.96,25508.37,528585,42968.52,124217.0
IND,INC,A1,2018,USA,DE,112226.0,4074431.0,2393393.0,11519576.0,7350633.0,1211244.0,70041.52,42619.97,690265,41703.94,842947.0
FIN,INC,Ba1,2020,USA,DE,1808301.0,2790667.0,5983411.0,5110760.0,7099317.0,1216494.0,115520.38,54521.29,958982,43126.72,947483.0
SOF,LLC,A1,2019,USA,DE,3518531.0,4648166.0,10751484.0,8645039.0,12515220.0,1032910.0,159456.86,80082.67,928789,10201.88,947711.0
FIN,INC,C,2017,USA,DE,1617321.0,4576111.0,419928.0,6355552.0,10880242.0,1199811.0,110521.84,42201.82,976353,49327.26,927136.0
SOF,LLC,C,2017,USA,DE,2635054.0,5084459.0,9577184.0,7434003.0,12477131.0,610185.0,130169.92,13604.09,165612,40875.64,941293.0
FIN,INC,C,2017,USA,DE,2504044.0,4675092.0,2460126.0,3755157.0,3276531.0,970783.0,37129.97,39077.17,974832,49109.98,677860.0
SOF,LLC,A1,2018,USA,DE,2603016.0,7728704.0,1762373.0,6477010.0,12178347.0,707011.0,229913.5,29262.97,935040,48560.07,949093.0
FIN,INC,A1,2020,USA,DE,1184723.0,7686714.0,3955798.0,4188697.0,10230373.0,154931.0,161661.76,82487.92,802976,49768.97,439231.0
SOF,INC,C,2019,USA,DE,134410.0,6497359.0,3166077.0,716224.0,12270682.0,1226538.0,13512.71,35635.55,487684,34566.05,885934.0
IND,INC,Ba1,2017,USA,DE,3414897.0,6841699.0,1477017.0,8850264.0,14838281.0,693704.0,6185.57,6305.28,982987,24248.33,718593.0
SOF,LLC,A1,2017,USA,DE,593077.0,7340445.0,571509.0,3802248.0,12712071.0,420507.0,4198.7,6108.08,430348,44883.62,609757.0
SOF,INC,C,2020,USA,DE,1690941.0,10406584.0,392190.0,4930321.0,11680656.0,595096.0,232940.12,61663.01,994645,33219.91,875772.0
FIN,INC,C,2018,USA,DE,2009443.0,8440846.0,365834.0,9755732.0,13399560.0,1222400.0,126987.32,18806.5,803613,47325.12,897184.0
SOF,LLC,Ba1,2017,USA,DE,1353609.0,10288553.0,3722016.0,5955130.0,7544152.0,887898.0,149501.79,26643.16,917410,23521.89,185829.0
IND,INC,C,2020,USA,DE,3821732.0,7819277.0,5238422.0,13752446.0,14516298.0,1210027.0,42511.51,96038.42,913246,48725.69,915034.0
SOF,INC,Ba1,2017,USA,DE,159675.0,7167160.0,927054.0,10908489.0,11056438.0,1063432.0,155168.52,142666.91,998856,46527.66,897942.0
FIN,LLC,C,2019,USA,DE,2962898.0,9527290.0,10489115.0,9622606.0,12900333.0,864675.0,146343.87,81159.6,872205,7971.57,570274.0
SOF,INC,A1,2017,USA,DE,967241.0,3952603.0,3609018.0,6916827.0,12419267.0,691238.0,106293.79,46827.36,633967,45206.47,497235.0
FIN,LLC,A1,2017,USA,DE,831339.0,10407375.0,672629.0,8451830.0,12141811.0,1128910.0,117715.93,40194.08,994091,48543.19,584483.0
IND,LLC,A1,2017,USA,DE,921592.0,7936679.0,3185330.0,8772003.0,12189583.0,300761.0,74993.32,63719.02,723601,41733.3,912259.0
SOF,INC,C,2020,USA,DE,1634651.0,6175092.0,4888871.0,7738544.0,14267485.0,477187.0,25717.9,95206.38,571744,49153.56,931000.0
FIN,LLC,Ba1,2020,USA,DE,520457.0,3948048.0,1166584.0,5783132.0,14864158.0,712183.0,21303.82,16741.42,960990,15284.0,316292.0
SOF,INC,Ba1,2017,USA,DE,1232967.0,5189666.0,333439.0,7140761.0,16263408.0,619091.0,217419.78,102918.41,979437,5624.76,414022.0
SOF,INC,C,2017,USA,DE,2340594.0,4977681.0,1903952.0,1622286.0,37809.0,846726.0,91874.97,7624.41,531534,45980.38,948732.0
SOF,LLC,Ba1,2019,USA,DE,600104.0,633286.0,1944400.0,10102307.0,11613181.0,1206149.0,198350.32,3668.27,898123,49732.33,737504.0
IND,INC,C,2017,USA,DE,1012157.0,6500229.0,10219760.0,12506900.0,13370439.0,256849.0,62474.76,3966.03,280529,9304.39,948881.0
FIN,INC,A1,2019,USA,DE,3891433.0,1635302.0,11712110.0,10227925.0,9485484.0,909064.0,134499.5,29147.54,102797,28996.9,844084.0
FIN,LLC,Ba1,2017,USA,DE,3514062.0,2957059.0,730022.0,4638992.0,13004382.0,1167747.0,31066.81,62673.22,113341,25684.92,875920.0
IND,LLC,Ba1,2018,USA,DE,2869041.0,2885262.0,3639911.0,5960353.0,8859685.0,627423.0,14717.91,105206.4,839145,49071.25,943543.0
SOF,INC,Ba1,2020,USA,DE,773075.0,2905205.0,896790.0,15103.0,9274946.0,1155233.0,136041.2,30582.23,771389,47471.51,261185.0
SOF,INC,Ba1,2019,USA,DE,1782784.0,8772016.0,9805965.0,12718972.0,11253169.0,850672.0,237181.08,143438.38,938122,49687.66,939545.0
SOF,LLC,Ba1,2020,USA,DE,208801.0,4583735.0,12868591.0,2604356.0,9514141.0,1205315.0,181805.85,43606.3,941716,48085.06,861896.0
SOF,INC,A1,2018,USA,DE,455289.0,9406632.0,413974.0,1972810.0,13553106.0,1204272.0,16963.05,34897.29,736170,37348.57,823418.0
SOF,INC,Ba1,2017,USA,DE,776958.0,7824447.0,349953.0,10537883.0,277005.0,1193172.0,24811.39,9124.73,561157,40031.38,949082.0
FIN,INC,C,2017,USA,DE,1880100.0,2205788.0,2434175.0,16004653.0,15067027.0,368849.0,6104.31,43343.68,643945,49113.68,924848.0
SOF,LLC,Ba1,2019,USA,DE,1384533.0,9623425.0,2935370.0,7419712.0,13591690.0,1121665.0,11159.94,22251.84,755491,6259.59,884495.0
SOF,INC,C,2019,USA,DE,321956.0,4710132.0,320114.0,3522988.0,15989380.0,998116.0,77617.03,46005.84,973522,44822.14,200396.0
FIN,LLC,Ba1,2018,USA,DE,687641.0,8216776.0,342477.0,10952060.0,238575.0,404643.0,115451.27,7163.58,995314,20451.8,327223.0
SOF,INC,Ba1,2020,USA,DE,1587934.0,5340130.0,1303050.0,10764234.0,5772946.0,593789.0,53873.22,69086.38,553657,44277.74,549155.0
SOF,INC,Ba1,2017,USA,DE,2851452.0,8049897.0,8013899.0,5050875.0,5246224.0,92315.0,230282.99,61163.16,997362,23506.69,420562.0
SOF,INC,A1,2017,USA,DE,4293960.0,8636700.0,1026157.0,1190189.0,14570604.0,1222408.0,12932.12,65763.97,194475,49826.34,876858.0
FIN,LLC,A1,2017,USA,DE,1340415.0,9739768.0,3210928.0,10727171.0,9993608.0,683055.0,82100.11,3878.81,918832,9084.52,948501.0
FIN,INC,Ba1,2019,USA,DE,4376704.0,4776124.0,730143.0,10339509.0,15900930.0,561066.0,6623.26,24203.78,511881,43784.69,720581.0
FIN,LLC,A1,2018,USA,DE,1983603.0,1072945.0,982307.0,7004024.0,12373300.0,751756.0,192498.54,12908.28,196149,32204.36,526446.0
FIN,LLC,A1,2017,USA,DE,2210782.0,3941462.0,582428.0,4217269.0,14418353.0,818196.0,216801.0,24525.36,629672,36904.48,841704.0
SOF,LLC,C,2020,USA,DE,1945944.0,5237642.0,7804611.0,6201896.0,9569217.0,149315.0,128289.48,27509.11,497218,29876.64,243055.0
FIN,INC,Ba1,2019,USA,DE,501866.0,2293008.0,10597628.0,16032896.0,15993583.0,833647.0,142923.96,7497.6,331695,17340.63,604208.0
FIN,LLC,A1,2020,USA,DE,3748310.0,4293189.0,657623.0,11407735.0,7846183.0,1213749.0,159690.63,34288.63,999108,31862.58,869644.0
SOF,INC,Ba1,2017,USA,DE,1399209.0,2822290.0,1876223.0,15639474.0,15712792.0,1180495.0,209803.57,26337.51,996250,41772.09,936978.0
SOF,INC,Ba1,2017,USA,DE,3318740.0,3437011.0,10853424.0,8914617.0,9877388.0,1198729.0,34714.71,6898.78,419159,28645.53,926717.0
SOF,INC,Ba1,2017,USA,DE,1292427.0,3702090.0,5803035.0,10059248.0,9317738.0,1180808.0,93652.01,106811.25,771158,49535.18,296355.0
IND,LLC,A1,2019,USA,DE,1124439.0,2951757.0,1456018.0,13883490.0,11013602.0,1197562.0,33772.7,64336.65,376430,49953.69,897395.0
IND,LLC,C,2017,USA,DE,1453634.0,3353869.0,365344.0,11031725.0,13713150.0,1124799.0,143094.48,29919.53,795413,29111.48,658108.0
FIN,LLC,A1,2017,USA,DE,2577262.0,4804710.0,7048535.0,14031638.0,6677194.0,868147.0,54218.49,5598.19,143466,15985.13,933102.0
SOF,INC,Ba1,2019,USA,DE,818624.0,5489682.0,9268352.0,12024065.0,8262867.0,1229967.0,124012.0,37299.89,971890,38479.51,944657.0
SOF,INC,Ba1,2020,USA,DE,2008098.0,2687972.0,1588285.0,11454452.0,550334.0,574551.0,97989.85,60065.41,791285,5191.74,899560.0
FIN,INC,C,2018,USA,DE,572653.0,3235799.0,6012675.0,11560858.0,8181794.0,90041.0,168975.43,46781.84,886797,17993.49,867754.0
SOF,INC,A1,2017,USA,DE,102632.0,11092766.0,840050.0,7264281.0,7602084.0,1192610.0,136731.21,23291.01,962161,45131.58,946720.0
IND,INC,Ba1,2019,USA,DE,870553.0,1522752.0,2917250.0,3587575.0,11851364.0,277895.0,185410.63,15391.2,846564,13182.49,295960.0
SOF,INC,C,2017,USA,DE,5462280.0,7498787.0,3395892.0,12853458.0,6328825.0,1227618.0,4557.48,4966.03,388544,48071.83,909505.0
FIN,LLC,Ba1,2017,USA,DE,1352896.0,4706802.0,5572019.0,6379414.0,10000250.0,834264.0,214325.63,92934.45,919376,8973.12,720537.0
SOF,LLC,A1,2017,USA,DE,2500091.0,7801413.0,4328413.0,6147893.0,10307221.0,968561.0,69636.76,35534.23,382555,31255.25,603654.0
IND,LLC,Ba1,2017,USA,DE,3969201.0,4548007.0,893904.0,5841125.0,9861122.0,1154771.0,4555.41,16345.41,962293,41661.94,947933.0
IND,INC,A1,2019,USA,DE,386003.0,8419981.0,592483.0,3722860.0,11111335.0,930961.0,189910.54,83312.41,874624,45166.71,921314.0
SOF,LLC,C,2017,USA,DE,1785562.0,2501862.0,512797.0,11032572.0,9143344.0,1210954.0,80901.24,42271.82,912292,48679.18,810681.0
SOF,LLC,Ba1,2018,USA,DE,2153615.0,7816232.0,760510.0,13712248.0,3708684.0,974817.0,15590.04,75146.49,486581,38879.37,945471.0
IND,INC,Ba1,2017,USA,DE,730700.0,3736376.0,845348.0,11210258.0,16057344.0,901422.0,140050.01,82127.28,884086,49642.11,395859.0
SOF,INC,C,2020,USA,DE,1254519.0,5532443.0,754810.0,5791255.0,7862653.0,695638.0,5450.97,6218.73,915024,39081.94,920264.0
FIN,LLC,C,2018,USA,DE,4558241.0,7248100.0,508637.0,541070.0,13798565.0,1154982.0,14988.21,38581.41,980508,14155.43,938215.0
FIN,LLC,Ba1,2019,USA,DE,1763937.0,2209467.0,1365326.0,5360812.0,12225796.0,153211.0,61469.5,17583.6,407746,10706.32,355514.0
IND,LLC,Ba1,2018,USA,DE,195163.0,7878159.0,852128.0,1666431.0,9990268.0,527911.0,131503.69,57193.63,978891,25265.84,616370.0
SOF,LLC,C,2017,USA,DE,1771861.0,3434895.0,5718811.0,11662939.0,11574004.0,1156859.0,80316.61,9329.45,968367,15656.48,814700.0
SOF,INC,Ba1,2017,USA,DE,1307307.0,10301027.0,611492.0,7653347.0,4612911.0,868651.0,6577.33,4671.53,764355,44777.05,949094.0
SOF,INC,Ba1,2020,USA,DE,172233.0,4432626.0,1154353.0,8005354.0,2091468.0,1203763.0,11652.05,4675.46,879903,36557.29,921168.0
FIN,LLC,C,2017,USA,DE,820244.0,8923107.0,4448927.0,16108941.0,8241777.0,1219556.0,7618.38,67667.81,955062,49380.64,942690.0
FIN,LLC,A1,2017,USA,DE,2051450.0,4829952.0,4903931.0,7879794.0,6953927.0,1144707.0,69611.95,34261.28,879941,10696.76,740684.0
FIN,LLC,Ba1,2018,USA,DE,3357619.0,6974692.0,1736159.0,1984548.0,1830131.0,337921.0,45258.79,32334.66,864413,18465.67,858513.0
SOF,LLC,C,2017,USA,DE,868727.0,1895031.0,6648622.0,9892582.0,10049542.0,179842.0,164304.57,9831.28,987850,14533.38,97552.0
SOF,INC,Ba1,2017,USA,DE,2242168.0,7330717.0,814228.0,11223436.0,15680138.0,1158578.0,240062.33,14903.75,765537,6839.85,573608.0
FIN,INC,C,2019,USA,DE,521875.0,661473.0,783912.0,11597234.0,8919999.0,1115393.0,96261.59,77630.74,721926,49100.75,606414.0
SOF,LLC,Ba1,2017,USA,DE,581463.0,5815627.0,319552.0,8207670.0,12230036.0,1224666.0,72183.34,39006.38,867791,14160.92,920047.0
SOF,INC,Ba1,2020,USA,DE,150139.0,1373173.0,4313505.0,9290750.0,14804747.0,685539.0,236921.15,48325.15,124646,36835.96,910546.0
FIN,LLC,A1,2017,USA,DE,1066090.0,3642831.0,3127972.0,5745943.0,15011370.0,1127826.0,179382.28,11286.08,122564,49894.81,549506.0
IND,LLC,C,2017,USA,DE,425250.0,4525543.0,7105827.0,7876438.0,5045094.0,629831.0,25594.0,20574.78,771915,11905.74,938212.0
FIN,LLC,Ba1,2020,USA,DE,170465.0,7986094.0,283721.0,3502832.0,5324511.0,1045600.0,39263.22,6743.87,977549,10578.87,811167.0
IND,INC,Ba1,2017,USA,DE,3524926.0,5470128.0,579569.0,5631024.0,7541582.0,903873.0,138008.34,38761.26,506313,20047.36,893124.0
IND,LLC,C,2020,USA,DE,1662774.0,7213420.0,7542191.0,2220071.0,16306664.0,1120076.0,101062.36,31756.83,947957,47168.86,825258.0
IND,LLC,Ba1,2019,USA,DE,2355858.0,1122956.0,4972510.0,2649202.0,4426339.0,1122981.0,136019.93,42056.85,941160,34326.22,945543.0
FIN,LLC,Ba1,2017,USA,DE,1688116.0,2728553.0,1921300.0,4774561.0,9379174.0,1055813.0,177910.29,82146.31,528724,29408.93,134652.0
SOF,INC,Ba1,2017,USA,DE,1046099.0,1127548.0,1496061.0,10682823.0,11274258.0,628855.0,56459.01,4165.09,149659,33669.28,866803.0
FIN,INC,C,2017,USA,DE,1370617.0,7039688.0,2138017.0,2898857.0,8992223.0,1064664.0,65453.66,85086.26,103435,30977.95,836364.0
FIN,INC,C,2020,USA,DE,3127314.0,5346503.0,2881964.0,5125627.0,14656761.0,478841.0,172225.54,94907.81,554273,14980.97,535092.0
IND,LLC,C,2019,USA,DE,400016.0,5490156.0,4218812.0,6881453.0,15466460.0,1028404.0,23302.72,30362.41,650973,49813.96,948507.0
IND,LLC,C,2020,USA,DE,515204.0,9864464.0,672771.0,12401777.0,5705191.0,1205109.0,184804.53,30577.19,986860,49923.21,903054.0
IND,INC,A1,2017,USA,DE,4496652.0,11058296.0,4823434.0,13163004.0,4815780.0,1213373.0,132633.79,43760.33,929108,13939.5,895952.0
FIN,INC,C,2020,USA,DE,2101803.0,2506898.0,4633943.0,12925865.0,15502123.0,933271.0,124369.9,86350.29,991347,49925.32,946746.0
SOF,LLC,A1,2017,USA,DE,659864.0,6433788.0,3298046.0,9002549.0,9332885.0,1026549.0,117091.72,4364.88,130876,48654.11,660821.0
SOF,INC,A1,2017,USA,DE,967793.0,5788546.0,549272.0,11044138.0,13773661.0,1181786.0,153696.87,48320.76,932036,14782.2,550657.0
IND,LLC,Ba1,2019,USA,DE,1302575.0,4779211.0,1560682.0,15509275.0,8749968.0,665450.0,25424.43,42326.66,751437,47126.19,948748.0
SOF,LLC,Ba1,2017,USA,DE,2560932.0,5082065.0,8970299.0,5204400.0,9808184.0,1223780.0,18491.68,5675.67,955901,36229.38,892623.0
FIN,INC,Ba1,2018,USA,DE,208508.0,1551195.0,2669247.0,7366467.0,12685001.0,1157921.0,36210.04,62158.62,535762,40045.12,281431.0
FIN,LLC,A1,2020,USA,DE,1972045.0,8363713.0,438457.0,9085845.0,12038806.0,1178456.0,184217.06,26658.67,807158,40951.85,159948.0
SOF,INC,C,2017,USA,DE,663443.0,1164642.0,624941.0,7256815.0,7591438.0,1229715.0,9428.4,113285.32,976148,49688.69,763777.0
SOF,LLC,Ba1,2017,USA,DE,1825615.0,8290153.0,2392591.0,13307672.0,16145493.0,1044438.0,111251.24,14861.77,145238,27113.05,240884.0
IND,INC,C,2017,USA,DE,1936167.0,11111085.0,837155.0,4959637.0,11789859.0,1205230.0,115925.42,46854.48,725936,39695.31,931003.0
FIN,LLC,C,2018,USA,DE,97842.0,6943877.0,1155212.0,5327219.0,6054743.0,1190225.0,93056.49,31032.83,898316,32280.54,152238.0
